EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week,Opponent Division,Team Division,Divisional Matchup?,Away Team
1.06,0.6579999999999999,0.071,MIN,NYG,1.5,2022,17,NFC East,NFC North,0,0
1.04,0.637,0.0,DAL,PHI,4.5,2022,17,NFC East,NFC East,1,0
1.04,0.708,0.0,SF,WAS,4.5,2022,17,NFC East,NFC West,0,0
1.02,0.629,0.071,CLE,NO,0.0,2022,17,NFC South,AFC North,0,0
1.0,0.61,0.0,DEN,LAR,0.0,2022,17,NFC West,AFC West,0,1
0.96,0.596,0.0,CIN,NE,1.0,2022,17,AFC East,AFC North,0,1
0.94,0.5760000000000001,0.214,PIT,LV,0.0,2022,17,AFC West,AFC North,0,0
0.92,0.562,0.071,NYJ,JAX,0.5,2022,17,AFC South,AFC East,0,0
0.89,0.614,0.214,TEN,HOU,0.0,2022,17,AFC South,AFC South,1,0
0.86,0.5479999999999999,0.357,DET,CAR,2.0,2022,17,NFC South,NFC North,0,1
0.78,0.452,0.0,CAR,DET,0.0,2022,17,NFC North,NFC South,0,0
0.75,0.386,0.0,HOU,TEN,0.0,2022,17,AFC South,AFC South,1,1
0.72,0.4379999999999999,0.0,JAX,NYJ,2.5,2022,17,AFC East,AFC South,0,1
0.7,0.424,0.0,LV,PIT,0.0,2022,17,AFC North,AFC West,0,1
0.68,0.4039999999999999,0.0,NE,CIN,0.0,2022,17,AFC North,AFC East,0,0
0.64,0.39,0.0,LAR,DEN,0.0,2022,17,AFC West,NFC West,0,0
0.62,0.371,0.0,NO,CLE,1.0,2022,17,AFC North,NFC South,0,1
0.6,0.292,0.0,WAS,SF,0.5,2022,17,NFC West,NFC East,0,1
0.6,0.363,0.0,PHI,DAL,5.0,2022,17,NFC East,NFC East,1,1
0.58,0.342,0.0,NYG,MIN,1.5,2022,17,NFC North,NFC East,0,1
0.5,0.292,0.0,ATL,BAL,1.5,2022,17,AFC North,NFC South,0,1
0.47,0.255,0.0,CHI,BUF,0.0,2022,17,AFC East,NFC North,0,0
0.34,0.196,0.0,SEA,KC,1.0,2022,17,AFC West,NFC West,0,1
1.14,0.742,0.5,TB,ARI,2.0,2022,18,NFC West,NFC South,0,1
1.03,0.631,0.25,MIA,GB,2.0,2022,18,NFC North,AFC East,0,0
0.97,0.629,0.25,LAC,IND,2.0,2022,18,AFC South,AFC West,0,1
0.67,0.371,0.0,IND,LAC,2.0,2022,18,AFC West,AFC South,0,0
0.61,0.369,0.0,GB,MIA,2.5,2022,18,AFC East,NFC North,0,1
0.5,0.258,0.0,ARI,TB,0.0,2022,18,NFC South,NFC West,0,0
1.42,0.8540000000000001,0.0,DAL,TEN,2.5,2022,19,AFC South,NFC East,0,1
1.41,0.851,0.0,KC,DEN,3.5,2022,19,AFC West,AFC West,1,0
1.28,0.785,0.0,SF,LV,5.0,2022,19,AFC West,NFC West,0,1
1.21,0.718,0.0,ATL,ARI,2.0,2022,19,NFC West,NFC South,0,0
1.13,0.7140000000000001,0.0,LAC,LAR,1.5,2022,19,NFC West,AFC West,0,0
1.12,0.6809999999999999,0.0,PHI,NO,5.0,2022,19,NFC South,NFC East,0,0
1.04,0.675,0.667,NYG,IND,0.0,2022,19,AFC South,NFC East,0,0
1.04,0.624,0.0,GB,MIN,2.0,2022,19,NFC North,NFC North,1,0
1.04,0.6409999999999999,0.0,TB,CAR,0.0,2022,19,NFC South,NFC South,1,0
1.0,0.599,0.0,NE,MIA,0.0,2022,19,AFC East,AFC East,1,0
0.98,0.66,0.3329999999999999,DET,CHI,0.0,2022,19,NFC North,NFC North,1,0
0.97,0.636,0.0,JAX,HOU,3.0,2022,19,AFC South,AFC South,1,1
0.94,0.562,0.0,BUF,CIN,3.5,2022,19,AFC North,AFC East,0,0
0.91,0.537,0.0,WAS,CLE,0.0,2022,19,AFC North,NFC East,0,0
0.89,0.5329999999999999,0.0,BAL,PIT,0.0,2022,19,AFC North,AFC North,1,0
0.87,0.514,0.0,NYJ,SEA,0.0,2022,19,NFC West,AFC East,0,1
0.8,0.486,0.0,SEA,NYJ,3.0,2022,19,AFC East,NFC West,0,0
0.79,0.467,0.0,PIT,BAL,1.0,2022,19,AFC North,AFC North,1,1
0.77,0.4629999999999999,0.0,CLE,WAS,0.0,2022,19,NFC East,AFC North,0,1
0.73,0.4379999999999999,0.0,CIN,BUF,3.0,2022,19,AFC East,AFC North,0,0
0.7,0.364,0.0,HOU,JAX,0.0,2022,19,AFC South,AFC South,1,0
0.69,0.34,0.0,CHI,DET,0.0,2022,19,NFC North,NFC North,1,1
0.67,0.401,0.0,MIA,NE,0.5,2022,19,AFC East,AFC East,1,1
0.63,0.359,0.0,CAR,TB,0.0,2022,19,NFC South,NFC South,1,1
0.63,0.376,0.0,MIN,GB,2.0,2022,19,NFC North,NFC North,1,1
0.63,0.325,0.0,IND,NYG,1.0,2022,19,NFC East,AFC South,0,1
0.55,0.319,0.0,NO,PHI,1.5,2022,19,NFC East,NFC South,0,1
0.55,0.286,0.0,LAR,LAC,0.0,2022,19,AFC West,NFC West,0,1
0.46,0.282,0.0,ARI,ATL,0.0,2022,19,NFC South,NFC West,0,1
0.39,0.215,0.0,LV,SF,0.0,2022,19,NFC West,AFC West,0,0
0.26,0.149,0.0,DEN,KC,0.0,2022,19,AFC West,AFC West,1,1
0.25,0.146,0.0,TEN,DAL,0.0,2022,19,NFC East,AFC South,0,0
1.09,0.7709999999999999,0.179,SF,SEA,2.0,2022,2,NFC West,NFC West,1,0
1.09,0.782,0.109,GB,CHI,3.5,2022,2,NFC North,NFC North,1,0
1.09,0.8079999999999999,0.324,DEN,HOU,2.0,2022,2,AFC South,AFC West,0,0
1.08,0.773,0.015,BUF,TEN,5.0,2022,2,AFC South,AFC East,0,0
1.01,0.7929999999999999,0.113,LAR,ATL,3.0,2022,2,NFC South,NFC West,0,0
0.99,0.728,0.072,CIN,DAL,2.0,2022,2,NFC East,AFC North,0,1
0.99,0.691,0.0289999999999999,LV,ARI,1.0,2022,2,NFC West,AFC West,0,0
0.92,0.69,0.133,CLE,NYJ,1.5,2022,2,AFC East,AFC North,0,0
0.91,0.637,0.0,KC,LAC,3.5,2022,2,AFC West,AFC West,1,0
0.89,0.621,0.002,BAL,MIA,2.5,2022,2,AFC East,AFC North,0,0
0.85,0.599,0.005,IND,JAX,2.0,2022,2,AFC South,AFC South,1,1
0.83,0.579,0.002,NE,PIT,1.0,2022,2,AFC North,AFC East,0,1
0.82,0.574,0.0005,TB,NO,4.0,2022,2,NFC South,NFC South,1,1
0.82,0.569,0.001,PHI,MIN,3.0,2022,2,NFC North,NFC East,0,0
0.75,0.519,0.0005,WAS,DET,0.5,2022,2,NFC North,NFC East,0,1
0.74,0.516,0.001,CAR,NYG,0.5,2022,2,NFC East,NFC South,0,1
0.69,0.484,0.001,NYG,CAR,1.0,2022,2,NFC South,NFC East,0,0
0.69,0.481,0.004,DET,WAS,0.5,2022,2,NFC East,NFC North,0,0
0.62,0.431,0.0,MIN,PHI,3.0,2022,2,NFC East,NFC North,0,1
0.61,0.426,0.0,NO,TB,1.5,2022,2,NFC South,NFC South,1,0
0.6,0.421,0.001,PIT,NE,0.5,2022,2,AFC East,AFC North,0,0
0.58,0.401,0.0,JAX,IND,0.5,2022,2,AFC South,AFC South,1,0
0.55,0.379,0.0,MIA,BAL,2.0,2022,2,AFC North,AFC East,0,1
0.53,0.363,0.0,LAC,KC,3.0,2022,2,AFC West,AFC West,1,1
0.51,0.31,0.0,NYJ,CLE,0.0,2022,2,AFC North,AFC East,0,1
0.45,0.309,0.0005,ARI,LV,1.0,2022,2,AFC West,NFC West,0,1
0.45,0.272,0.0,DAL,CIN,2.0,2022,2,AFC North,NFC East,0,0
0.42,0.207,0.0,ATL,LAR,0.0,2022,2,NFC West,NFC South,0,1
0.36,0.2269999999999999,0.0,TEN,BUF,1.5,2022,2,AFC East,AFC South,0,1
0.35,0.192,0.0,HOU,DEN,0.0,2022,2,AFC West,AFC South,0,1
0.35,0.218,0.0,CHI,GB,0.5,2022,2,NFC North,NFC North,1,1
0.34,0.2289999999999999,0.0005,SEA,SF,0.5,2022,2,NFC West,NFC West,1,1
1.43,0.904,0.0,PHI,NYG,0.0,2022,20,NFC East,NFC East,1,0
1.37,0.877,0.0,SF,ARI,0.0,2022,20,NFC West,NFC West,1,0
1.28,0.8220000000000001,0.0,CIN,BAL,0.0,2022,20,AFC North,AFC North,1,0
1.23,0.778,0.0,KC,LV,0.0,2022,20,AFC West,AFC West,1,1
1.19,0.7559999999999999,0.0,BUF,NE,0.0,2022,20,AFC East,AFC East,1,0
1.17,0.74,0.0,DAL,WAS,0.0,2022,20,NFC East,NFC East,1,1
1.14,0.7040000000000001,0.0,DEN,LAC,0.0,2022,20,AFC West,AFC West,1,0
1.09,0.682,0.0,ATL,TB,0.0,2022,20,NFC South,NFC South,1,0
1.08,0.7070000000000001,0.0,MIN,CHI,0.0,2022,20,NFC North,NFC North,1,1
1.06,0.6809999999999999,0.0,GB,DET,0.0,2022,20,NFC North,NFC North,1,0
1.01,0.675,0.3333,SEA,LAR,0.0,2022,20,NFC West,NFC West,1,0
1.01,0.706,0.3333,JAX,TEN,0.0,2022,20,AFC South,AFC South,1,0
0.99,0.637,0.0,NO,CAR,0.0,2022,20,NFC South,NFC South,1,0
0.99,0.634,0.0,MIA,NYJ,0.0,2022,20,AFC East,AFC East,1,0
0.91,0.595,0.3333,IND,HOU,0.0,2022,20,AFC South,AFC South,1,0
0.89,0.578,0.0,PIT,CLE,0.0,2022,20,AFC North,AFC North,1,0
0.69,0.422,0.0,CLE,PIT,0.0,2022,20,AFC North,AFC North,1,1
0.68,0.405,0.0,HOU,IND,0.0,2022,20,AFC South,AFC South,1,1
0.6,0.366,0.0,NYJ,MIA,0.0,2022,20,AFC East,AFC East,1,1
0.6,0.363,0.0,CAR,NO,0.0,2022,20,NFC South,NFC South,1,1
0.58,0.294,0.0,TEN,JAX,0.0,2022,20,AFC South,AFC South,1,1
0.57,0.325,0.0,LAR,SEA,0.0,2022,20,NFC West,NFC West,1,1
0.53,0.319,0.0,DET,GB,0.0,2022,20,NFC North,NFC North,1,1
0.51,0.293,0.0,CHI,MIN,0.0,2022,20,NFC North,NFC North,1,0
0.5,0.318,0.0,TB,ATL,0.0,2022,20,NFC South,NFC South,1,1
0.45,0.296,0.0,LAC,DEN,0.0,2022,20,AFC West,AFC West,1,1
0.42,0.26,0.0,WAS,DAL,0.0,2022,20,NFC East,NFC East,1,0
0.4,0.244,0.0,NE,BUF,0.0,2022,20,AFC East,AFC East,1,1
0.36,0.222,0.0,LV,KC,0.0,2022,20,AFC West,AFC West,1,0
0.31,0.178,0.0,BAL,CIN,0.0,2022,20,AFC North,AFC North,1,1
0.22,0.123,0.0,ARI,SF,0.0,2022,20,NFC West,NFC West,1,1
0.16,0.096,0.0,NYG,PHI,0.0,2022,20,NFC East,NFC East,1,1
1.12,0.706,0.182,MIN,DET,2.5,2022,3,NFC North,NFC North,1,0
1.09,0.647,0.102,CLE,PIT,1.0,2022,3,AFC North,AFC North,1,0
1.08,0.6459999999999999,0.005,BUF,MIA,5.0,2022,3,AFC East,AFC East,1,1
1.06,0.6890000000000001,0.111,PHI,WAS,3.0,2022,3,NFC East,NFC East,1,1
1.06,0.695,0.064,LAC,JAX,2.5,2022,3,AFC South,AFC West,0,0
1.04,0.6940000000000001,0.302,CIN,NYJ,1.5,2022,3,AFC East,AFC North,0,1
1.03,0.612,0.009,LAR,ARI,3.0,2022,3,NFC West,NFC West,1,1
1.01,0.605,0.032,CHI,HOU,0.0,2022,3,AFC South,NFC North,0,0
0.94,0.564,0.012,BAL,NE,2.5,2022,3,AFC East,AFC North,0,1
0.93,0.552,0.003,NO,CAR,1.5,2022,3,NFC South,NFC South,1,1
0.91,0.54,0.008,LV,TEN,1.0,2022,3,AFC South,AFC West,0,1
0.9,0.66,0.129,KC,IND,3.5,2022,3,AFC South,AFC West,0,1
0.9,0.531,0.003,NYG,DAL,1.0,2022,3,NFC East,NFC East,1,0
0.89,0.528,0.001,TB,GB,4.5,2022,3,NFC North,NFC South,0,0
0.87,0.515,0.006,SF,DEN,2.5,2022,3,AFC West,NFC West,0,1
0.85,0.509,0.002,SEA,ATL,0.0,2022,3,NFC South,NFC West,0,0
0.84,0.491,0.013,ATL,SEA,0.0,2022,3,NFC West,NFC South,0,1
0.83,0.485,0.002,DEN,SF,2.0,2022,3,NFC West,AFC West,0,0
0.8,0.472,0.001,GB,TB,4.0,2022,3,NFC South,NFC North,0,1
0.8,0.469,0.0005,DAL,NYG,2.0,2022,3,NFC East,NFC East,1,1
0.8,0.34,0.0,IND,KC,2.0,2022,3,AFC West,AFC South,0,0
0.79,0.46,0.0005,TEN,LV,1.0,2022,3,AFC West,AFC South,0,0
0.77,0.4479999999999999,0.0,CAR,NO,0.5,2022,3,NFC South,NFC South,1,0
0.76,0.436,0.0,NE,BAL,1.5,2022,3,AFC North,AFC East,0,0
0.69,0.395,0.001,HOU,CHI,0.0,2022,3,NFC North,AFC South,0,1
0.67,0.3879999999999999,0.0,ARI,LAR,1.5,2022,3,NFC West,NFC West,1,0
0.66,0.306,0.0005,NYJ,CIN,0.0,2022,3,AFC North,AFC East,0,0
0.64,0.305,0.0005,JAX,LAC,0.5,2022,3,AFC West,AFC South,0,1
0.64,0.311,0.0,WAS,PHI,1.0,2022,3,NFC East,NFC East,1,0
0.62,0.354,0.001,MIA,BUF,2.5,2022,3,AFC East,AFC East,1,0
0.61,0.353,0.0,PIT,CLE,0.5,2022,3,AFC North,AFC North,1,1
0.57,0.294,0.0,DET,MIN,0.5,2022,3,NFC North,NFC North,1,1
1.11,0.7090000000000001,0.109,PHI,JAX,4.5,2022,4,AFC South,NFC East,0,0
1.1,0.653,0.032,IND,TEN,1.5,2022,4,AFC South,AFC South,1,0
1.07,0.648,0.0139999999999999,MIN,(n),3.0,2022,4,,NFC North,0,1
1.07,0.636,0.048,CIN,MIA,1.5,2022,4,AFC East,AFC North,0,0
1.06,0.682,0.105,LAC,HOU,1.0,2022,4,AFC South,AFC West,0,1
1.04,0.613,0.0,BUF,BAL,5.0,2022,4,AFC North,AFC East,0,1
0.99,0.782,0.445,GB,NE,3.5,2022,4,AFC East,NFC North,0,0
0.99,0.611,0.059,DET,SEA,0.5,2022,4,NFC West,NFC North,0,0
0.97,0.578,0.012,NYG,CHI,0.5,2022,4,NFC North,NFC East,0,0
0.96,0.57,0.025,LV,DEN,0.5,2022,4,AFC West,AFC West,1,0
0.96,0.594,0.114,PIT,NYJ,0.0,2022,4,AFC East,AFC North,0,0
0.95,0.5920000000000001,0.021,DAL,WAS,1.5,2022,4,NFC East,NFC East,1,0
0.92,0.542,0.0,TB,KC,4.0,2022,4,AFC West,NFC South,0,0
0.92,0.537,0.003,SF,LAR,2.5,2022,4,NFC West,NFC West,1,0
0.89,0.522,0.002,CAR,ARI,0.5,2022,4,NFC West,NFC South,0,0
0.87,0.519,0.005,CLE,ATL,1.0,2022,4,NFC South,AFC North,0,1
0.82,0.481,0.001,ATL,CLE,0.0,2022,4,AFC North,NFC South,0,0
0.8,0.478,0.004,ARI,CAR,1.0,2022,4,NFC South,NFC West,0,1
0.78,0.4629999999999999,0.0,LAR,SF,3.0,2022,4,NFC West,NFC West,1,1
0.78,0.4579999999999999,0.001,KC,TB,3.0,2022,4,NFC South,AFC West,0,1
0.75,0.408,0.0,WAS,DAL,0.5,2022,4,NFC East,NFC East,1,1
0.74,0.406,0.001,NYJ,PIT,0.0,2022,4,AFC North,AFC East,0,1
0.74,0.43,0.0,DEN,LV,1.5,2022,4,AFC West,AFC West,1,1
0.73,0.422,0.0,CHI,NYG,0.0,2022,4,NFC East,NFC North,0,1
0.71,0.389,0.0,SEA,DET,0.0,2022,4,NFC North,NFC West,0,1
0.7,0.218,0.0,NE,GB,1.0,2022,4,NFC North,AFC East,0,1
0.66,0.387,0.0,BAL,BUF,3.0,2022,4,AFC East,AFC North,0,0
0.64,0.318,0.0,HOU,LAC,0.0,2022,4,AFC West,AFC South,0,0
0.63,0.364,0.0,MIA,CIN,2.5,2022,4,AFC North,AFC East,0,1
0.62,0.352,0.0,NO,(n),1.0,2022,4,,NFC South,0,0
0.59,0.347,0.0,TEN,IND,1.0,2022,4,AFC South,AFC South,1,1
0.59,0.291,0.0,JAX,PHI,1.5,2022,4,NFC East,AFC South,0,1
1.07,0.861,0.109,BUF,PIT,5.0,2022,5,AFC North,AFC East,0,0
1.04,0.767,0.039,GB,(n),3.0,2022,5,,NFC North,0,0
1.01,0.7909999999999999,0.2319999999999999,TB,ATL,3.5,2022,5,NFC South,NFC South,1,0
1.01,0.74,0.021,KC,LV,3.5,2022,5,AFC West,AFC West,1,0
1.0,0.759,0.14,MIN,CHI,3.0,2022,5,NFC North,NFC North,1,0
0.95,0.73,0.367,JAX,HOU,1.0,2022,5,AFC South,AFC South,1,0
0.93,0.6729999999999999,0.001,LAR,DAL,2.0,2022,5,NFC East,NFC West,0,0
0.93,0.672,0.032,NO,SEA,0.5,2022,5,NFC West,NFC South,0,0
0.92,0.669,0.002,PHI,ARI,4.0,2022,5,NFC West,NFC East,0,1
0.9,0.67,0.046,SF,CAR,2.5,2022,5,NFC South,NFC West,0,1
0.86,0.623,0.003,DEN,IND,1.0,2022,5,AFC South,AFC West,0,0
0.84,0.606,0.002,BAL,CIN,3.0,2022,5,AFC North,AFC North,1,0
0.83,0.604,0.0,MIA,NYJ,2.0,2022,5,AFC East,AFC East,1,1
0.81,0.5870000000000001,0.003,NE,DET,0.5,2022,5,NFC North,AFC East,0,0
0.73,0.528,0.001,LAC,CLE,1.5,2022,5,AFC North,AFC West,0,1
0.71,0.514,0.0,TEN,WAS,1.5,2022,5,NFC East,AFC South,0,1
0.68,0.486,0.0,WAS,TEN,0.5,2022,5,AFC South,NFC East,0,0
0.66,0.472,0.001,CLE,LAC,1.0,2022,5,AFC West,AFC North,0,0
0.57,0.413,0.0,DET,NE,0.0,2022,5,AFC East,NFC North,0,1
0.55,0.396,0.0,NYJ,MIA,0.0,2022,5,AFC East,AFC East,1,0
0.55,0.3939999999999999,0.0,CIN,BAL,2.0,2022,5,AFC North,AFC North,1,1
0.53,0.377,0.0,IND,DEN,1.5,2022,5,AFC West,AFC South,0,1
0.48,0.33,0.0,CAR,SF,0.5,2022,5,NFC West,NFC South,0,0
0.46,0.331,0.001,ARI,PHI,1.0,2022,5,NFC East,NFC West,0,0
0.46,0.3279999999999999,0.0,SEA,NO,0.5,2022,5,NFC South,NFC West,0,1
0.46,0.327,0.0,DAL,LAR,2.0,2022,5,NFC West,NFC East,0,1
0.44,0.27,0.0,HOU,JAX,0.0,2022,5,AFC South,AFC South,1,1
0.38,0.241,0.0,CHI,MIN,0.0,2022,5,NFC North,NFC North,1,1
0.38,0.26,0.0,LV,KC,1.0,2022,5,AFC West,AFC West,1,1
0.38,0.209,0.0,ATL,TB,0.5,2022,5,NFC South,NFC South,1,1
0.34,0.233,0.0,NYG,(n),1.0,2022,5,,NFC East,0,1
0.31,0.139,0.0,PIT,BUF,0.0,2022,5,AFC East,AFC North,0,1
1.13,0.7609999999999999,0.142,GB,NYJ,2.0,2022,6,AFC East,NFC North,0,0
1.12,0.7240000000000001,0.064,PHI,DAL,4.0,2022,6,NFC East,NFC East,1,0
1.05,0.682,0.043,BAL,NYG,3.0,2022,6,NFC East,AFC North,0,1
1.02,0.7759999999999999,0.171,TB,PIT,3.5,2022,6,AFC North,NFC South,0,1
1.01,0.7809999999999999,0.3829999999999999,LAR,CAR,1.5,2022,6,NFC South,NFC West,0,0
0.96,0.636,0.06,LAC,DEN,1.0,2022,6,AFC West,AFC West,1,0
0.94,0.61,0.011,MIN,MIA,2.5,2022,6,AFC East,NFC North,0,1
0.94,0.603,0.001,CIN,NO,1.5,2022,6,NFC South,AFC North,0,1
0.92,0.638,0.084,SF,ATL,2.5,2022,6,NFC South,NFC West,0,1
0.91,0.583,0.0,BUF,KC,5.0,2022,6,AFC West,AFC East,0,1
0.9,0.578,0.0069999999999999,CLE,NE,0.5,2022,6,AFC East,AFC North,0,0
0.86,0.55,0.011,ARI,SEA,0.5,2022,6,NFC West,NFC West,1,1
0.84,0.54,0.008,IND,JAX,1.0,2022,6,AFC South,AFC South,1,0
0.83,0.528,0.004,WAS,CHI,0.5,2022,6,NFC North,NFC East,0,1
0.73,0.472,0.008,CHI,WAS,0.0,2022,6,NFC East,NFC North,0,0
0.73,0.46,0.0,JAX,IND,0.5,2022,6,AFC South,AFC South,1,1
0.71,0.45,0.0,SEA,ARI,0.0,2022,6,NFC West,NFC West,1,0
0.66,0.422,0.0,NE,CLE,1.0,2022,6,AFC North,AFC East,0,1
0.65,0.417,0.0,KC,BUF,3.5,2022,6,AFC East,AFC West,0,0
0.64,0.362,0.0,ATL,SF,0.5,2022,6,NFC West,NFC South,0,0
0.63,0.397,0.0,NO,CIN,1.0,2022,6,AFC North,NFC South,0,0
0.63,0.39,0.001,MIA,MIN,2.0,2022,6,NFC North,AFC East,0,0
0.61,0.364,0.0,DEN,LAC,0.5,2022,6,AFC West,AFC West,1,1
0.56,0.2189999999999999,0.0,CAR,LAR,0.0,2022,6,NFC West,NFC South,0,1
0.55,0.2239999999999999,0.0,PIT,TB,0.0,2022,6,NFC South,AFC North,0,0
0.52,0.318,0.0,NYG,BAL,1.0,2022,6,AFC North,NFC East,0,0
0.44,0.276,0.0,DAL,PHI,2.5,2022,6,NFC East,NFC East,1,1
0.44,0.239,0.0,NYJ,GB,0.5,2022,6,NFC North,AFC East,0,1
1.12,0.846,0.183,TB,CAR,2.5,2022,7,NFC South,NFC South,1,1
1.03,0.726,0.071,MIA,PIT,1.5,2022,7,AFC North,AFC East,0,0
1.02,0.7170000000000001,0.003,BAL,CLE,2.5,2022,7,AFC North,AFC North,1,0
1.0,0.706,0.013,CIN,ATL,1.5,2022,7,NFC South,AFC North,0,0
0.99,0.7709999999999999,0.4579999999999999,NE,CHI,0.5,2022,7,NFC North,AFC East,0,0
0.98,0.736,0.22,LV,HOU,0.0,2022,7,AFC South,AFC West,0,0
0.96,0.7120000000000001,0.016,DAL,DET,2.0,2022,7,NFC North,NFC East,0,0
0.95,0.667,0.013,LAC,SEA,0.5,2022,7,NFC West,AFC West,0,0
0.92,0.643,0.0,GB,WAS,1.5,2022,7,NFC East,NFC North,0,1
0.87,0.602,0.013,JAX,NYG,0.0,2022,7,NFC East,AFC South,0,0
0.82,0.568,0.0,TEN,IND,1.0,2022,7,AFC South,AFC South,1,0
0.82,0.57,0.005,ARI,NO,0.5,2022,7,NFC South,NFC West,0,0
0.77,0.534,0.0,NYJ,DEN,0.5,2022,7,AFC West,AFC East,0,1
0.72,0.498,0.0,SF,KC,2.0,2022,7,AFC West,NFC West,0,0
0.72,0.502,0.0,KC,SF,3.0,2022,7,NFC West,AFC West,0,1
0.67,0.466,0.0,DEN,NYJ,0.5,2022,7,AFC East,AFC West,0,0
0.63,0.43,0.0,NO,ARI,0.5,2022,7,NFC West,NFC South,0,1
0.63,0.432,0.0,IND,TEN,1.0,2022,7,AFC South,AFC South,1,1
0.57,0.3979999999999999,0.0,NYG,JAX,1.0,2022,7,AFC South,NFC East,0,1
0.53,0.357,0.0,WAS,GB,0.0,2022,7,NFC North,NFC East,0,0
0.49,0.3329999999999999,0.0,SEA,LAC,0.5,2022,7,AFC West,NFC West,0,1
0.49,0.288,0.0,DET,DAL,0.0,2022,7,NFC East,NFC North,0,1
0.46,0.264,0.0,HOU,LV,0.0,2022,7,AFC West,AFC South,0,1
0.46,0.2289999999999999,0.0,CHI,NE,0.0,2022,7,AFC East,NFC North,0,1
0.45,0.294,0.0,ATL,CIN,0.5,2022,7,AFC North,NFC South,0,1
0.42,0.283,0.0,CLE,BAL,0.5,2022,7,AFC North,AFC North,1,1
0.41,0.2739999999999999,0.0,PIT,MIA,0.0,2022,7,AFC East,AFC North,0,1
0.33,0.154,0.0,CAR,TB,0.0,2022,7,NFC South,NFC South,1,0
1.12,0.789,0.016,BUF,GB,5.0,2022,8,NFC North,AFC East,0,0
1.09,0.815,0.304,PHI,PIT,3.5,2022,8,AFC North,NFC East,0,0
1.03,0.7879999999999999,0.488,DAL,CHI,1.5,2022,8,NFC North,NFC East,0,0
0.98,0.662,0.0,MIN,ARI,2.5,2022,8,NFC West,NFC North,0,0
0.95,0.652,0.096,ATL,CAR,0.5,2022,8,NFC South,NFC South,1,0
0.93,0.621,0.024,SEA,NYG,0.5,2022,8,NFC East,NFC West,0,0
0.91,0.638,0.032,MIA,DET,1.5,2022,8,NFC North,AFC East,0,1
0.9,0.61,0.0,CIN,CLE,1.5,2022,8,AFC North,AFC North,1,1
0.88,0.59,0.008,NE,NYJ,0.5,2022,8,AFC East,AFC East,1,1
0.87,0.589,0.008,IND,WAS,0.5,2022,8,NFC East,AFC South,0,0
0.8,0.536,0.0,TB,BAL,1.5,2022,8,AFC North,NFC South,0,0
0.79,0.528,0.0,LV,NO,0.5,2022,8,NFC South,AFC West,0,1
0.78,0.52,0.0,LAR,SF,1.5,2022,8,NFC West,NFC West,1,0
0.76,0.5,0.008,JAX,(n),0.0,2022,8,,AFC South,0,0
0.75,0.522,0.016,TEN,HOU,1.0,2022,8,AFC South,AFC South,1,1
0.75,0.478,0.0,HOU,TEN,0.0,2022,8,AFC South,AFC South,1,0
0.74,0.5,0.0,DEN,(n),0.0,2022,8,,AFC West,0,1
0.72,0.48,0.0,SF,LAR,2.0,2022,8,NFC West,NFC West,1,1
0.71,0.472,0.0,NO,LV,0.5,2022,8,AFC West,NFC South,0,0
0.7,0.4639999999999999,0.0,BAL,TB,2.5,2022,8,NFC South,AFC North,0,1
0.62,0.411,0.0,WAS,IND,0.0,2022,8,AFC South,NFC East,0,1
0.62,0.41,0.0,NYJ,NE,0.5,2022,8,AFC East,AFC East,1,0
0.6,0.39,0.0,CLE,CIN,0.5,2022,8,AFC North,AFC North,1,0
0.59,0.362,0.0,DET,MIA,0.0,2022,8,AFC East,NFC North,0,0
0.57,0.379,0.0,NYG,SEA,1.0,2022,8,NFC West,NFC East,0,1
0.55,0.348,0.0,CAR,ATL,0.0,2022,8,NFC South,NFC South,1,1
0.52,0.3379999999999999,0.0,ARI,MIN,0.0,2022,8,NFC North,NFC West,0,1
0.47,0.212,0.0,CHI,DAL,0.0,2022,8,NFC East,NFC North,0,1
0.41,0.185,0.0,PIT,PHI,0.0,2022,8,NFC East,AFC North,0,1
0.38,0.211,0.0,GB,BUF,1.5,2022,8,AFC East,NFC North,0,1
1.13,0.85,0.195,PHI,HOU,4.0,2022,9,AFC South,NFC East,0,1
1.1,0.846,0.382,KC,TEN,3.5,2022,9,AFC South,AFC West,0,0
1.08,0.81,0.057,BUF,NYJ,5.0,2022,9,AFC East,AFC East,1,1
0.96,0.742,0.195,CIN,CAR,1.0,2022,9,NFC South,AFC North,0,0
0.89,0.6459999999999999,0.0,GB,DET,1.0,2022,9,NFC North,NFC North,1,1
0.89,0.664,0.146,NE,IND,0.5,2022,9,AFC South,AFC East,0,0
0.86,0.635,0.016,MIA,CHI,1.5,2022,9,NFC North,AFC East,0,1
0.83,0.596,0.0,TB,LAR,2.0,2022,9,NFC West,NFC South,0,0
0.82,0.608,0.0,MIN,WAS,2.5,2022,9,NFC East,NFC North,0,1
0.81,0.585,0.0,LAC,ATL,0.5,2022,9,NFC South,AFC West,0,1
0.78,0.563,0.0,LV,JAX,0.5,2022,9,AFC South,AFC West,0,1
0.75,0.5479999999999999,0.008,ARI,SEA,0.0,2022,9,NFC West,NFC West,1,0
0.74,0.5329999999999999,0.0,BAL,NO,3.0,2022,9,NFC South,AFC North,0,1
0.66,0.467,0.0,NO,BAL,0.5,2022,9,AFC North,NFC South,0,0
